Scenario_ID,Grid,Load_Profile_ID,Num_Target_Buses,Target_Buses,Tripped_Line_Idx,Tripped_From_Bus,Tripped_To_Bus,Converged,Security_Class,Security_Label,Peak_Loading_Pct,Min_Voltage_PU,Violations_Count,Total_Load_MW
CASE57_0031_LINE_9_13,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",11,9,13,1,2,CRITICAL,2.7,0.825,12,1491.1
CASE57_0031_LINE_13_14,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",12,13,14,1,2,CRITICAL,2.7,0.819,16,1491.1
CASE57_0031_LINE_13_15,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",13,13,15,1,2,CRITICAL,2.6,0.824,13,1491.1
CASE57_0031_LINE_1_15,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",14,1,15,1,2,CRITICAL,3.9,0.809,18,1491.1
CASE57_0031_LINE_1_16,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",15,1,16,1,2,CRITICAL,3.2,0.823,14,1491.1
CASE57_0031_LINE_1_17,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",16,1,17,1,2,CRITICAL,3.3,0.822,15,1491.1
CASE57_0031_LINE_3_15,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",17,3,15,1,2,CRITICAL,2.7,0.819,15,1491.1
CASE57_0031_LINE_4_18,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",18,4,18,1,2,CRITICAL,2.7,0.825,14,1491.1
CASE57_0031_LINE_4_18,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",19,4,18,1,2,CRITICAL,2.7,0.825,14,1491.1
CASE57_0031_LINE_5_6,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",20,5,6,1,2,CRITICAL,2.7,0.827,12,1491.1
CASE57_0031_LINE_7_8,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",21,7,8,1,2,CRITICAL,2.7,0.816,16,1491.1
CASE57_0031_LINE_10_12,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",22,10,12,1,2,CRITICAL,2.7,0.822,15,1491.1
CASE57_0031_LINE_11_13,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",23,11,13,1,2,CRITICAL,2.7,0.826,11,1491.1
CASE57_0031_LINE_12_13,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",24,12,13,1,2,CRITICAL,2.8,0.796,19,1491.1
CASE57_0031_LINE_12_16,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",25,12,16,1,2,CRITICAL,3.0,0.825,12,1491.1
CASE57_0031_LINE_12_17,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",26,12,17,1,2,CRITICAL,3.1,0.824,13,1491.1
CASE57_0031_LINE_14_15,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",27,14,15,1,2,CRITICAL,2.5,0.815,17,1491.1
CASE57_0031_LINE_18_19,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",28,18,19,1,2,CRITICAL,2.7,0.786,17,1491.1
CASE57_0031_LINE_19_20,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",29,19,20,1,2,CRITICAL,2.7,0.821,15,1491.1
CASE57_0031_LINE_21_20,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",30,21,20,1,2,CRITICAL,2.7,0.824,13,1491.1
CASE57_0031_LINE_21_22,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",31,21,22,0,2,CRITICAL,999.0,0.0,10,1491.1
CASE57_0031_LINE_22_23,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",32,22,23,1,2,CRITICAL,2.7,0.758,14,1491.1
CASE57_0031_LINE_23_24,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",33,23,24,1,2,CRITICAL,2.7,0.793,13,1491.1
CASE57_0031_LINE_24_25,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",34,24,25,1,2,CRITICAL,2.7,0.807,14,1491.1
CASE57_0031_LINE_24_25,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",35,24,25,1,2,CRITICAL,2.7,0.809,14,1491.1
CASE57_0031_LINE_24_26,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",36,24,26,1,2,CRITICAL,2.7,0.816,16,1491.1
CASE57_0031_LINE_26_27,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",37,26,27,1,2,CRITICAL,2.7,0.726,20,1491.1
CASE57_0031_LINE_27_28,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",38,27,28,1,2,CRITICAL,2.8,0.65,23,1491.1
CASE57_0031_LINE_28_29,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",39,28,29,1,2,CRITICAL,2.8,0.528,25,1491.1
CASE57_0031_LINE_7_29,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",40,7,29,0,2,CRITICAL,999.0,0.0,10,1491.1
CASE57_0031_LINE_25_30,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",41,25,30,0,2,CRITICAL,999.0,0.0,10,1491.1
CASE57_0031_LINE_30_31,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",42,30,31,1,2,CRITICAL,2.7,0.725,12,1491.1
CASE57_0031_LINE_31_32,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",43,31,32,1,2,CRITICAL,2.7,0.819,12,1491.1
CASE57_0031_LINE_32_33,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",44,32,33,0,2,CRITICAL,999.0,0.0,10,1491.1
CASE57_0031_LINE_34_32,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",45,34,32,1,2,CRITICAL,2.7,0.544,13,1491.1
CASE57_0031_LINE_34_35,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",46,34,35,0,2,CRITICAL,999.0,0.0,10,1491.1
CASE57_0031_LINE_35_36,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",47,35,36,0,2,CRITICAL,999.0,0.0,10,1491.1
CASE57_0031_LINE_36_37,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",48,36,37,0,2,CRITICAL,999.0,0.0,10,1491.1
CASE57_0031_LINE_37_38,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",49,37,38,0,2,CRITICAL,999.0,0.0,10,1491.1
CASE57_0031_LINE_37_39,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",50,37,39,1,2,CRITICAL,2.7,0.829,14,1491.1
CASE57_0031_LINE_36_40,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",51,36,40,1,2,CRITICAL,2.7,0.829,12,1491.1
CASE57_0031_LINE_22_38,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",52,22,38,0,2,CRITICAL,999.0,0.0,10,1491.1
CASE57_0031_LINE_11_41,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",53,11,41,1,2,CRITICAL,2.7,0.819,16,1491.1
CASE57_0031_LINE_41_42,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",54,41,42,1,2,CRITICAL,2.7,0.81,18,1491.1
CASE57_0031_LINE_41_43,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",55,41,43,1,2,CRITICAL,2.7,0.814,17,1491.1
CASE57_0031_LINE_38_44,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",56,38,44,1,2,CRITICAL,2.6,0.795,18,1491.1
CASE57_0031_LINE_15_45,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",57,15,45,1,2,CRITICAL,2.6,0.783,21,1491.1
CASE57_0031_LINE_14_46,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",58,14,46,1,2,CRITICAL,2.7,0.748,25,1491.1
CASE57_0031_LINE_46_47,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",59,46,47,1,2,CRITICAL,2.7,0.748,24,1491.1
CASE57_0031_LINE_47_48,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",60,47,48,1,2,CRITICAL,2.7,0.785,20,1491.1
CASE57_0031_LINE_48_49,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",61,48,49,1,2,CRITICAL,2.7,0.821,15,1491.1
CASE57_0031_LINE_49_50,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",62,49,50,1,2,CRITICAL,2.7,0.828,12,1491.1
CASE57_0031_LINE_50_51,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",63,50,51,1,2,CRITICAL,2.7,0.814,16,1491.1
CASE57_0031_LINE_10_51,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",64,10,51,1,2,CRITICAL,2.7,0.8,20,1491.1
CASE57_0031_LINE_13_49,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",65,13,49,1,2,CRITICAL,2.7,0.773,21,1491.1
CASE57_0031_LINE_29_52,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",66,29,52,1,2,CRITICAL,2.7,0.828,14,1491.1
CASE57_0031_LINE_52_53,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",67,52,53,1,2,CRITICAL,2.7,0.828,12,1491.1
CASE57_0031_LINE_53_54,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",68,53,54,1,2,CRITICAL,2.7,0.825,12,1491.1
CASE57_0031_LINE_54_55,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",69,54,55,1,2,CRITICAL,2.7,0.824,15,1491.1
CASE57_0031_LINE_11_43,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",70,11,43,1,2,CRITICAL,2.7,0.812,18,1491.1
CASE57_0031_LINE_44_45,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",71,44,45,1,2,CRITICAL,2.6,0.782,21,1491.1
CASE57_0031_LINE_40_56,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",72,40,56,1,2,CRITICAL,2.7,0.829,12,1491.1
CASE57_0031_LINE_56_41,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",73,56,41,1,2,CRITICAL,2.7,0.818,15,1491.1
CASE57_0031_LINE_56_42,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",74,56,42,1,2,CRITICAL,2.7,0.823,15,1491.1
CASE57_0031_LINE_39_57,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",75,39,57,1,2,CRITICAL,2.7,0.829,13,1491.1
CASE57_0031_LINE_57_56,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",76,57,56,1,2,CRITICAL,2.7,0.823,14,1491.1
CASE57_0031_LINE_38_49,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",77,38,49,1,2,CRITICAL,2.7,0.809,17,1491.1
CASE57_0031_LINE_38_48,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",78,38,48,1,2,CRITICAL,2.7,0.771,22,1491.1
CASE57_0031_LINE_9_55,CASE57,31,15,"5,35,22,31,34,3,48,6,49,21,4,28,26,13,19",79,9,55,1,2,CRITICAL,2.7,0.771,18,1491.1
CASE57_0032_LINE_1_2,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",0,1,2,1,2,CRITICAL,4.3,0.879,3,1568.8
CASE57_0032_LINE_2_3,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",1,2,3,1,2,CRITICAL,4.2,0.88,3,1568.8
CASE57_0032_LINE_3_4,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",2,3,4,1,2,CRITICAL,3.0,0.873,3,1568.8
CASE57_0032_LINE_4_5,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",3,4,5,1,2,CRITICAL,2.9,0.883,3,1568.8
CASE57_0032_LINE_4_6,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",4,4,6,1,2,CRITICAL,2.9,0.883,3,1568.8
CASE57_0032_LINE_6_7,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",5,6,7,1,2,CRITICAL,2.9,0.884,3,1568.8
CASE57_0032_LINE_6_8,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",6,6,8,1,2,CRITICAL,2.9,0.884,3,1568.8
CASE57_0032_LINE_8_9,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",7,8,9,1,2,CRITICAL,3.2,0.843,5,1568.8
CASE57_0032_LINE_9_10,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",8,9,10,1,2,CRITICAL,2.9,0.884,3,1568.8
CASE57_0032_LINE_9_11,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",9,9,11,1,2,CRITICAL,2.9,0.88,3,1568.8
CASE57_0032_LINE_9_12,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",10,9,12,1,2,CRITICAL,2.9,0.883,3,1568.8
CASE57_0032_LINE_9_13,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",11,9,13,1,2,CRITICAL,2.9,0.882,3,1568.8
CASE57_0032_LINE_13_14,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",12,13,14,1,2,CRITICAL,2.8,0.875,3,1568.8
CASE57_0032_LINE_13_15,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",13,13,15,1,2,CRITICAL,2.7,0.879,3,1568.8
CASE57_0032_LINE_1_15,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",14,1,15,1,2,CRITICAL,3.9,0.87,3,1568.8
CASE57_0032_LINE_1_16,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",15,1,16,1,2,CRITICAL,3.7,0.874,3,1568.8
CASE57_0032_LINE_1_17,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",16,1,17,1,2,CRITICAL,3.7,0.873,3,1568.8
CASE57_0032_LINE_3_15,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",17,3,15,1,2,CRITICAL,3.2,0.877,3,1568.8
CASE57_0032_LINE_4_18,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",18,4,18,1,2,CRITICAL,2.9,0.883,3,1568.8
CASE57_0032_LINE_4_18,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",19,4,18,1,2,CRITICAL,2.9,0.882,3,1568.8
CASE57_0032_LINE_5_6,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",20,5,6,1,2,CRITICAL,2.9,0.883,3,1568.8
CASE57_0032_LINE_7_8,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",21,7,8,1,2,CRITICAL,2.9,0.875,3,1568.8
CASE57_0032_LINE_10_12,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",22,10,12,1,2,CRITICAL,2.9,0.879,3,1568.8
CASE57_0032_LINE_11_13,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",23,11,13,1,2,CRITICAL,2.9,0.882,3,1568.8
CASE57_0032_LINE_12_13,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",24,12,13,1,2,CRITICAL,2.8,0.862,4,1568.8
CASE57_0032_LINE_12_16,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",25,12,16,1,2,CRITICAL,3.4,0.878,3,1568.8
CASE57_0032_LINE_12_17,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",26,12,17,1,2,CRITICAL,3.5,0.876,3,1568.8
CASE57_0032_LINE_14_15,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",27,14,15,1,2,CRITICAL,2.7,0.873,3,1568.8
CASE57_0032_LINE_18_19,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",28,18,19,1,2,CRITICAL,2.9,0.878,4,1568.8
CASE57_0032_LINE_19_20,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",29,19,20,1,2,CRITICAL,2.9,0.88,3,1568.8
CASE57_0032_LINE_21_20,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",30,21,20,1,2,CRITICAL,2.9,0.884,3,1568.8
CASE57_0032_LINE_21_22,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",31,21,22,1,2,CRITICAL,2.9,0.884,3,1568.8
CASE57_0032_LINE_22_23,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",32,22,23,1,2,CRITICAL,2.9,0.858,5,1568.8
CASE57_0032_LINE_23_24,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",33,23,24,1,2,CRITICAL,2.9,0.879,3,1568.8
CASE57_0032_LINE_24_25,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",34,24,25,1,2,CRITICAL,2.9,0.858,4,1568.8
CASE57_0032_LINE_24_25,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",35,24,25,1,2,CRITICAL,2.9,0.86,4,1568.8
CASE57_0032_LINE_24_26,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",36,24,26,1,2,CRITICAL,2.9,0.843,5,1568.8
CASE57_0032_LINE_26_27,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",37,26,27,1,2,CRITICAL,2.9,0.843,6,1568.8
CASE57_0032_LINE_27_28,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",38,27,28,1,2,CRITICAL,2.9,0.815,9,1568.8
CASE57_0032_LINE_28_29,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",39,28,29,1,2,CRITICAL,2.9,0.772,11,1568.8
CASE57_0032_LINE_7_29,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",40,7,29,1,2,CRITICAL,3.0,0.668,19,1568.8
CASE57_0032_LINE_25_30,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",41,25,30,0,2,CRITICAL,999.0,0.0,10,1568.8
CASE57_0032_LINE_30_31,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",42,30,31,1,2,CRITICAL,2.9,0.709,5,1568.8
CASE57_0032_LINE_31_32,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",43,31,32,1,2,CRITICAL,2.9,0.883,3,1568.8
CASE57_0032_LINE_32_33,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",44,32,33,0,2,CRITICAL,999.0,0.0,10,1568.8
CASE57_0032_LINE_34_32,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",45,34,32,0,2,CRITICAL,999.0,0.0,10,1568.8
CASE57_0032_LINE_34_35,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",46,34,35,0,2,CRITICAL,999.0,0.0,10,1568.8
CASE57_0032_LINE_35_36,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",47,35,36,0,2,CRITICAL,999.0,0.0,10,1568.8
CASE57_0032_LINE_36_37,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",48,36,37,1,2,CRITICAL,2.9,0.658,12,1568.8
CASE57_0032_LINE_37_38,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",49,37,38,1,2,CRITICAL,2.9,0.609,14,1568.8
CASE57_0032_LINE_37_39,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",50,37,39,1,2,CRITICAL,2.9,0.886,3,1568.8
CASE57_0032_LINE_36_40,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",51,36,40,1,2,CRITICAL,2.9,0.89,4,1568.8
CASE57_0032_LINE_22_38,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",52,22,38,1,2,CRITICAL,2.9,0.868,5,1568.8
CASE57_0032_LINE_11_41,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",53,11,41,1,2,CRITICAL,2.9,0.878,3,1568.8
CASE57_0032_LINE_41_42,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",54,41,42,1,2,CRITICAL,2.9,0.875,3,1568.8
CASE57_0032_LINE_41_43,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",55,41,43,1,2,CRITICAL,2.9,0.876,3,1568.8
CASE57_0032_LINE_38_44,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",56,38,44,1,2,CRITICAL,2.8,0.874,3,1568.8
CASE57_0032_LINE_15_45,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",57,15,45,1,2,CRITICAL,2.8,0.841,8,1568.8
CASE57_0032_LINE_14_46,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",58,14,46,1,2,CRITICAL,2.9,0.83,9,1568.8
CASE57_0032_LINE_46_47,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",59,46,47,1,2,CRITICAL,2.9,0.829,10,1568.8
CASE57_0032_LINE_47_48,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",60,47,48,1,2,CRITICAL,2.9,0.857,4,1568.8
CASE57_0032_LINE_48_49,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",61,48,49,1,2,CRITICAL,2.9,0.879,3,1568.8
CASE57_0032_LINE_49_50,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",62,49,50,1,2,CRITICAL,2.9,0.884,3,1568.8
CASE57_0032_LINE_50_51,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",63,50,51,1,2,CRITICAL,2.9,0.873,3,1568.8
CASE57_0032_LINE_10_51,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",64,10,51,1,2,CRITICAL,2.9,0.862,5,1568.8
CASE57_0032_LINE_13_49,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",65,13,49,1,2,CRITICAL,2.9,0.846,6,1568.8
CASE57_0032_LINE_29_52,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",66,29,52,1,2,CRITICAL,2.9,0.839,5,1568.8
CASE57_0032_LINE_52_53,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",67,52,53,1,2,CRITICAL,2.9,0.883,3,1568.8
CASE57_0032_LINE_53_54,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",68,53,54,1,2,CRITICAL,2.9,0.881,3,1568.8
CASE57_0032_LINE_54_55,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",69,54,55,1,2,CRITICAL,2.9,0.88,5,1568.8
CASE57_0032_LINE_11_43,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",70,11,43,1,2,CRITICAL,2.9,0.874,3,1568.8
CASE57_0032_LINE_44_45,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",71,44,45,1,2,CRITICAL,2.8,0.865,3,1568.8
CASE57_0032_LINE_40_56,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",72,40,56,1,2,CRITICAL,2.9,0.89,3,1568.8
CASE57_0032_LINE_56_41,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",73,56,41,1,2,CRITICAL,2.9,0.879,3,1568.8
CASE57_0032_LINE_56_42,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",74,56,42,1,2,CRITICAL,2.9,0.881,3,1568.8
CASE57_0032_LINE_39_57,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",75,39,57,1,2,CRITICAL,2.9,0.886,3,1568.8
CASE57_0032_LINE_57_56,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",76,57,56,1,2,CRITICAL,2.9,0.881,3,1568.8
CASE57_0032_LINE_38_49,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",77,38,49,1,2,CRITICAL,2.9,0.872,3,1568.8
CASE57_0032_LINE_38_48,CASE57,32,13,"14,43,45,52,42,20,9,12,48,38,50,15,33",78,38,48,1,2,CRITICAL,2.9,0.854,5,1568.8
