Scenario_ID,Grid,Load_Profile_ID,Num_Target_Buses,Target_Buses,Tripped_Line_Idx,Tripped_From_Bus,Tripped_To_Bus,Converged,Security_Class,Security_Label,Peak_Loading_Pct,Min_Voltage_PU,Violations_Count,Total_Load_MW
CASE14_0007_LINE_5_6,CASE14,7,4,"11,3,8,7",9,5,6,1,0,SAFE,2.6,1.007,0,363.9
CASE14_0007_LINE_6_11,CASE14,7,4,"11,3,8,7",10,6,11,1,0,SAFE,2.5,1.007,0,363.9
CASE14_0007_LINE_6_12,CASE14,7,4,"11,3,8,7",11,6,12,1,0,SAFE,2.5,1.009,0,363.9
CASE14_0007_LINE_6_13,CASE14,7,4,"11,3,8,7",12,6,13,1,0,SAFE,2.5,0.992,0,363.9
CASE14_0007_LINE_7_8,CASE14,7,4,"11,3,8,7",13,7,8,0,2,CRITICAL,999.0,0.0,10,363.9
CASE14_0007_LINE_7_9,CASE14,7,4,"11,3,8,7",14,7,9,1,0,SAFE,2.5,1.01,0,363.9
CASE14_0007_LINE_9_10,CASE14,7,4,"11,3,8,7",15,9,10,1,0,SAFE,2.5,1.01,0,363.9
CASE14_0007_LINE_9_14,CASE14,7,4,"11,3,8,7",16,9,14,1,0,SAFE,2.5,0.997,0,363.9
CASE14_0007_LINE_10_11,CASE14,7,4,"11,3,8,7",17,10,11,1,0,SAFE,2.5,1.009,0,363.9
CASE14_0007_LINE_12_13,CASE14,7,4,"11,3,8,7",18,12,13,1,0,SAFE,2.5,1.01,0,363.9
CASE14_0007_LINE_13_14,CASE14,7,4,"11,3,8,7",19,13,14,1,0,SAFE,2.5,1.008,0,363.9
CASE14_0008_LINE_1_2,CASE14,8,6,"11,12,13,8,14,7",0,1,2,1,0,SAFE,3.5,0.963,0,302.5
CASE14_0008_LINE_1_5,CASE14,8,6,"11,12,13,8,14,7",1,1,5,1,0,SAFE,3.0,0.995,0,302.5
CASE14_0008_LINE_2_3,CASE14,8,6,"11,12,13,8,14,7",2,2,3,1,0,SAFE,1.8,1.0,0,302.5
CASE14_0008_LINE_2_4,CASE14,8,6,"11,12,13,8,14,7",3,2,4,1,0,SAFE,1.8,0.994,0,302.5
CASE14_0008_LINE_2_5,CASE14,8,6,"11,12,13,8,14,7",4,2,5,1,0,SAFE,1.7,0.999,0,302.5
CASE14_0008_LINE_3_4,CASE14,8,6,"11,12,13,8,14,7",5,3,4,1,0,SAFE,2.0,1.008,0,302.5
CASE14_0008_LINE_4_5,CASE14,8,6,"11,12,13,8,14,7",6,4,5,1,0,SAFE,2.2,1.003,0,302.5
CASE14_0008_LINE_4_7,CASE14,8,6,"11,12,13,8,14,7",7,4,7,1,0,SAFE,1.9,1.002,0,302.5
CASE14_0008_LINE_4_9,CASE14,8,6,"11,12,13,8,14,7",8,4,9,1,0,SAFE,1.9,1.008,0,302.5
CASE14_0008_LINE_5_6,CASE14,8,6,"11,12,13,8,14,7",9,5,6,1,0,SAFE,2.0,1.003,0,302.5
CASE14_0008_LINE_6_11,CASE14,8,6,"11,12,13,8,14,7",10,6,11,1,0,SAFE,1.9,1.006,0,302.5
CASE14_0008_LINE_6_12,CASE14,8,6,"11,12,13,8,14,7",11,6,12,1,0,SAFE,1.9,0.998,0,302.5
CASE14_0008_LINE_6_13,CASE14,8,6,"11,12,13,8,14,7",12,6,13,1,1,ALERT,2.0,0.949,0,302.5
CASE14_0008_LINE_7_8,CASE14,8,6,"11,12,13,8,14,7",13,7,8,0,2,CRITICAL,999.0,0.0,10,302.5
CASE14_0008_LINE_7_9,CASE14,8,6,"11,12,13,8,14,7",14,7,9,1,0,SAFE,1.9,1.007,0,302.5
CASE14_0008_LINE_9_10,CASE14,8,6,"11,12,13,8,14,7",15,9,10,1,0,SAFE,1.9,1.01,0,302.5
CASE14_0008_LINE_9_14,CASE14,8,6,"11,12,13,8,14,7",16,9,14,1,0,SAFE,1.9,0.979,0,302.5
CASE14_0008_LINE_10_11,CASE14,8,6,"11,12,13,8,14,7",17,10,11,1,0,SAFE,1.9,1.007,0,302.5
CASE14_0008_LINE_12_13,CASE14,8,6,"11,12,13,8,14,7",18,12,13,1,0,SAFE,1.9,1.008,0,302.5
CASE14_0008_LINE_13_14,CASE14,8,6,"11,12,13,8,14,7",19,13,14,1,0,SAFE,1.9,1.006,0,302.5
CASE14_0009_LINE_1_2,CASE14,9,12,"14,13,2,10,8,9,12,6,7,11,4,5",0,1,2,1,1,ALERT,4.5,0.915,0,332.4
CASE14_0009_LINE_1_5,CASE14,9,12,"14,13,2,10,8,9,12,6,7,11,4,5",1,1,5,1,0,SAFE,3.4,0.987,0,332.4
CASE14_0009_LINE_2_3,CASE14,9,12,"14,13,2,10,8,9,12,6,7,11,4,5",2,2,3,1,0,SAFE,2.1,0.989,0,332.4
CASE14_0009_LINE_2_4,CASE14,9,12,"14,13,2,10,8,9,12,6,7,11,4,5",3,2,4,1,0,SAFE,2.0,0.981,0,332.4
CASE14_0009_LINE_2_5,CASE14,9,12,"14,13,2,10,8,9,12,6,7,11,4,5",4,2,5,1,0,SAFE,2.0,0.989,0,332.4
CASE14_0009_LINE_3_4,CASE14,9,12,"14,13,2,10,8,9,12,6,7,11,4,5",5,3,4,1,0,SAFE,2.2,0.996,0,332.4
CASE14_0009_LINE_4_5,CASE14,9,12,"14,13,2,10,8,9,12,6,7,11,4,5",6,4,5,1,0,SAFE,2.5,0.987,0,332.4
CASE14_0009_LINE_4_7,CASE14,9,12,"14,13,2,10,8,9,12,6,7,11,4,5",7,4,7,1,0,SAFE,2.2,0.994,0,332.4
CASE14_0009_LINE_4_9,CASE14,9,12,"14,13,2,10,8,9,12,6,7,11,4,5",8,4,9,1,0,SAFE,2.2,0.999,0,332.4
CASE14_0009_LINE_5_6,CASE14,9,12,"14,13,2,10,8,9,12,6,7,11,4,5",9,5,6,1,0,SAFE,2.2,0.995,0,332.4
CASE14_0009_LINE_6_11,CASE14,9,12,"14,13,2,10,8,9,12,6,7,11,4,5",10,6,11,1,0,SAFE,2.2,0.996,0,332.4
CASE14_0009_LINE_6_12,CASE14,9,12,"14,13,2,10,8,9,12,6,7,11,4,5",11,6,12,1,0,SAFE,2.2,0.999,0,332.4
CASE14_0009_LINE_6_13,CASE14,9,12,"14,13,2,10,8,9,12,6,7,11,4,5",12,6,13,1,0,SAFE,2.2,0.965,0,332.4
CASE14_0009_LINE_7_8,CASE14,9,12,"14,13,2,10,8,9,12,6,7,11,4,5",13,7,8,0,2,CRITICAL,999.0,0.0,10,332.4
CASE14_0009_LINE_7_9,CASE14,9,12,"14,13,2,10,8,9,12,6,7,11,4,5",14,7,9,1,0,SAFE,2.2,0.98,0,332.4
CASE14_0009_LINE_9_10,CASE14,9,12,"14,13,2,10,8,9,12,6,7,11,4,5",15,9,10,1,0,SAFE,2.2,0.999,0,332.4
CASE14_0009_LINE_9_14,CASE14,9,12,"14,13,2,10,8,9,12,6,7,11,4,5",16,9,14,1,0,SAFE,2.2,0.955,0,332.4
CASE14_0009_LINE_10_11,CASE14,9,12,"14,13,2,10,8,9,12,6,7,11,4,5",17,10,11,1,0,SAFE,2.2,0.997,0,332.4
CASE14_0009_LINE_12_13,CASE14,9,12,"14,13,2,10,8,9,12,6,7,11,4,5",18,12,13,1,0,SAFE,2.2,0.999,0,332.4
CASE14_0009_LINE_13_14,CASE14,9,12,"14,13,2,10,8,9,12,6,7,11,4,5",19,13,14,1,0,SAFE,2.2,0.961,0,332.4
CASE14_0010_LINE_1_2,CASE14,10,2,"12,2",0,1,2,1,0,SAFE,2.6,0.996,0,252.9
CASE14_0010_LINE_1_5,CASE14,10,2,"12,2",1,1,5,1,0,SAFE,2.4,1.007,0,252.9
CASE14_0010_LINE_2_3,CASE14,10,2,"12,2",2,2,3,1,0,SAFE,1.5,1.01,0,252.9
CASE14_0010_LINE_2_4,CASE14,10,2,"12,2",3,2,4,1,0,SAFE,1.4,1.007,0,252.9
CASE14_0010_LINE_2_5,CASE14,10,2,"12,2",4,2,5,1,0,SAFE,1.4,1.01,0,252.9
CASE14_0010_LINE_3_4,CASE14,10,2,"12,2",5,3,4,1,0,SAFE,1.6,1.01,0,252.9
CASE14_0010_LINE_4_5,CASE14,10,2,"12,2",6,4,5,1,0,SAFE,1.8,1.01,0,252.9
CASE14_0010_LINE_4_7,CASE14,10,2,"12,2",7,4,7,1,0,SAFE,1.5,1.01,0,252.9
CASE14_0010_LINE_4_9,CASE14,10,2,"12,2",8,4,9,1,0,SAFE,1.5,1.01,0,252.9
CASE14_0010_LINE_5_6,CASE14,10,2,"12,2",9,5,6,1,0,SAFE,1.6,1.01,0,252.9
CASE14_0010_LINE_6_11,CASE14,10,2,"12,2",10,6,11,1,0,SAFE,1.5,1.01,0,252.9
CASE14_0010_LINE_6_12,CASE14,10,2,"12,2",11,6,12,1,0,SAFE,1.5,1.01,0,252.9
CASE14_0010_LINE_6_13,CASE14,10,2,"12,2",12,6,13,1,0,SAFE,1.6,0.999,0,252.9
CASE14_0010_LINE_7_8,CASE14,10,2,"12,2",13,7,8,0,2,CRITICAL,999.0,0.0,10,252.9
CASE14_0010_LINE_7_9,CASE14,10,2,"12,2",14,7,9,1,0,SAFE,1.5,1.01,0,252.9
CASE14_0010_LINE_9_10,CASE14,10,2,"12,2",15,9,10,1,0,SAFE,1.5,1.01,0,252.9
CASE14_0010_LINE_9_14,CASE14,10,2,"12,2",16,9,14,1,0,SAFE,1.5,0.997,0,252.9
CASE14_0010_LINE_10_11,CASE14,10,2,"12,2",17,10,11,1,0,SAFE,1.5,1.01,0,252.9
CASE14_0010_LINE_12_13,CASE14,10,2,"12,2",18,12,13,1,0,SAFE,1.5,1.01,0,252.9
CASE14_0010_LINE_13_14,CASE14,10,2,"12,2",19,13,14,1,0,SAFE,1.5,1.01,0,252.9
CASE14_0011_LINE_1_2,CASE14,11,4,"2,8,12,9",0,1,2,1,0,SAFE,2.7,0.996,0,258.6
CASE14_0011_LINE_1_5,CASE14,11,4,"2,8,12,9",1,1,5,1,0,SAFE,2.4,1.01,0,258.6
CASE14_0011_LINE_2_3,CASE14,11,4,"2,8,12,9",2,2,3,1,0,SAFE,1.5,1.01,0,258.6
CASE14_0011_LINE_2_4,CASE14,11,4,"2,8,12,9",3,2,4,1,0,SAFE,1.5,1.01,0,258.6
CASE14_0011_LINE_2_5,CASE14,11,4,"2,8,12,9",4,2,5,1,0,SAFE,1.5,1.01,0,258.6
CASE14_0011_LINE_3_4,CASE14,11,4,"2,8,12,9",5,3,4,1,0,SAFE,1.7,1.01,0,258.6
CASE14_0011_LINE_4_5,CASE14,11,4,"2,8,12,9",6,4,5,1,0,SAFE,1.8,1.01,0,258.6
CASE14_0011_LINE_4_7,CASE14,11,4,"2,8,12,9",7,4,7,1,0,SAFE,1.6,1.01,0,258.6
CASE14_0011_LINE_4_9,CASE14,11,4,"2,8,12,9",8,4,9,1,0,SAFE,1.6,1.01,0,258.6
CASE14_0011_LINE_5_6,CASE14,11,4,"2,8,12,9",9,5,6,1,0,SAFE,1.7,1.01,0,258.6
CASE14_0011_LINE_6_11,CASE14,11,4,"2,8,12,9",10,6,11,1,0,SAFE,1.6,1.01,0,258.6
CASE14_0011_LINE_6_12,CASE14,11,4,"2,8,12,9",11,6,12,1,0,SAFE,1.6,1.01,0,258.6
CASE14_0011_LINE_6_13,CASE14,11,4,"2,8,12,9",12,6,13,1,0,SAFE,1.6,1.004,0,258.6
CASE14_0011_LINE_7_8,CASE14,11,4,"2,8,12,9",13,7,8,0,2,CRITICAL,999.0,0.0,10,258.6
CASE14_0011_LINE_7_9,CASE14,11,4,"2,8,12,9",14,7,9,1,0,SAFE,1.6,1.01,0,258.6
CASE14_0011_LINE_9_10,CASE14,11,4,"2,8,12,9",15,9,10,1,0,SAFE,1.6,1.01,0,258.6
CASE14_0011_LINE_9_14,CASE14,11,4,"2,8,12,9",16,9,14,1,0,SAFE,1.6,0.997,0,258.6
CASE14_0011_LINE_10_11,CASE14,11,4,"2,8,12,9",17,10,11,1,0,SAFE,1.6,1.01,0,258.6
CASE14_0011_LINE_12_13,CASE14,11,4,"2,8,12,9",18,12,13,1,0,SAFE,1.6,1.01,0,258.6
CASE14_0011_LINE_13_14,CASE14,11,4,"2,8,12,9",19,13,14,1,0,SAFE,1.6,1.01,0,258.6
CASE14_0012_LINE_1_2,CASE14,12,6,"3,13,2,10,9,14",0,1,2,0,2,CRITICAL,999.0,0.0,10,342.0
CASE14_0012_LINE_1_5,CASE14,12,6,"3,13,2,10,9,14",1,1,5,1,0,SAFE,3.5,0.994,0,342.0
CASE14_0012_LINE_2_3,CASE14,12,6,"3,13,2,10,9,14",2,2,3,1,0,SAFE,2.3,0.986,0,342.0
CASE14_0012_LINE_2_4,CASE14,12,6,"3,13,2,10,9,14",3,2,4,1,0,SAFE,2.1,0.993,0,342.0
CASE14_0012_LINE_2_5,CASE14,12,6,"3,13,2,10,9,14",4,2,5,1,0,SAFE,2.1,0.997,0,342.0
CASE14_0012_LINE_3_4,CASE14,12,6,"3,13,2,10,9,14",5,3,4,1,0,SAFE,2.4,1.009,0,342.0
CASE14_0012_LINE_4_5,CASE14,12,6,"3,13,2,10,9,14",6,4,5,1,0,SAFE,2.6,1.002,0,342.0
CASE14_0012_LINE_4_7,CASE14,12,6,"3,13,2,10,9,14",7,4,7,1,0,SAFE,2.3,1.002,0,342.0
CASE14_0012_LINE_4_9,CASE14,12,6,"3,13,2,10,9,14",8,4,9,1,0,SAFE,2.3,1.007,0,342.0
CASE14_0012_LINE_5_6,CASE14,12,6,"3,13,2,10,9,14",9,5,6,1,0,SAFE,2.4,1.003,0,342.0
CASE14_0012_LINE_6_11,CASE14,12,6,"3,13,2,10,9,14",10,6,11,1,0,SAFE,2.3,1.001,0,342.0
CASE14_0012_LINE_6_12,CASE14,12,6,"3,13,2,10,9,14",11,6,12,1,0,SAFE,2.3,1.007,0,342.0
CASE14_0012_LINE_6_13,CASE14,12,6,"3,13,2,10,9,14",12,6,13,1,1,ALERT,2.3,0.95,0,342.0
CASE14_0012_LINE_7_8,CASE14,12,6,"3,13,2,10,9,14",13,7,8,0,2,CRITICAL,999.0,0.0,10,342.0
CASE14_0012_LINE_7_9,CASE14,12,6,"3,13,2,10,9,14",14,7,9,1,0,SAFE,2.3,0.977,0,342.0
CASE14_0012_LINE_9_10,CASE14,12,6,"3,13,2,10,9,14",15,9,10,1,0,SAFE,2.3,1.008,0,342.0
CASE14_0012_LINE_9_14,CASE14,12,6,"3,13,2,10,9,14",16,9,14,1,0,SAFE,2.3,1.008,0,342.0
CASE14_0012_LINE_10_11,CASE14,12,6,"3,13,2,10,9,14",17,10,11,1,0,SAFE,2.3,1.005,0,342.0
CASE14_0012_LINE_12_13,CASE14,12,6,"3,13,2,10,9,14",18,12,13,1,0,SAFE,2.3,1.007,0,342.0
CASE14_0012_LINE_13_14,CASE14,12,6,"3,13,2,10,9,14",19,13,14,1,0,SAFE,2.3,1.006,0,342.0
CASE14_0013_LINE_1_2,CASE14,13,4,"7,13,2,6",0,1,2,1,0,SAFE,2.7,0.991,0,262.1
CASE14_0013_LINE_1_5,CASE14,13,4,"7,13,2,6",1,1,5,1,0,SAFE,2.5,1.005,0,262.1
CASE14_0013_LINE_2_3,CASE14,13,4,"7,13,2,6",2,2,3,1,0,SAFE,1.5,1.01,0,262.1
CASE14_0013_LINE_2_4,CASE14,13,4,"7,13,2,6",3,2,4,1,0,SAFE,1.5,1.005,0,262.1
CASE14_0013_LINE_2_5,CASE14,13,4,"7,13,2,6",4,2,5,1,0,SAFE,1.5,1.009,0,262.1
CASE14_0013_LINE_3_4,CASE14,13,4,"7,13,2,6",5,3,4,1,0,SAFE,1.7,1.01,0,262.1
CASE14_0013_LINE_4_5,CASE14,13,4,"7,13,2,6",6,4,5,1,0,SAFE,1.8,1.01,0,262.1
CASE14_0013_LINE_4_7,CASE14,13,4,"7,13,2,6",7,4,7,1,0,SAFE,1.6,1.01,0,262.1
CASE14_0013_LINE_4_9,CASE14,13,4,"7,13,2,6",8,4,9,1,0,SAFE,1.6,1.01,0,262.1
CASE14_0013_LINE_5_6,CASE14,13,4,"7,13,2,6",9,5,6,1,0,SAFE,1.7,1.01,0,262.1
CASE14_0013_LINE_6_11,CASE14,13,4,"7,13,2,6",10,6,11,1,0,SAFE,1.6,1.01,0,262.1
CASE14_0013_LINE_6_12,CASE14,13,4,"7,13,2,6",11,6,12,1,0,SAFE,1.6,1.01,0,262.1
CASE14_0013_LINE_6_13,CASE14,13,4,"7,13,2,6",12,6,13,1,0,SAFE,1.6,1.009,0,262.1
CASE14_0013_LINE_7_8,CASE14,13,4,"7,13,2,6",13,7,8,0,2,CRITICAL,999.0,0.0,10,262.1
CASE14_0013_LINE_7_9,CASE14,13,4,"7,13,2,6",14,7,9,1,0,SAFE,1.6,1.01,0,262.1
CASE14_0013_LINE_9_10,CASE14,13,4,"7,13,2,6",15,9,10,1,0,SAFE,1.6,1.01,0,262.1
CASE14_0013_LINE_9_14,CASE14,13,4,"7,13,2,6",16,9,14,1,0,SAFE,1.6,1.001,0,262.1
CASE14_0013_LINE_10_11,CASE14,13,4,"7,13,2,6",17,10,11,1,0,SAFE,1.6,1.01,0,262.1
CASE14_0013_LINE_12_13,CASE14,13,4,"7,13,2,6",18,12,13,1,0,SAFE,1.6,1.01,0,262.1
CASE14_0013_LINE_13_14,CASE14,13,4,"7,13,2,6",19,13,14,1,0,SAFE,1.6,1.01,0,262.1
CASE14_0014_LINE_1_2,CASE14,14,13,"12,10,4,14,6,5,11,9,2,3,7,8,13",0,1,2,1,0,SAFE,3.3,0.96,0,296.4
CASE14_0014_LINE_1_5,CASE14,14,13,"12,10,4,14,6,5,11,9,2,3,7,8,13",1,1,5,1,0,SAFE,2.9,0.985,0,296.4
CASE14_0014_LINE_2_3,CASE14,14,13,"12,10,4,14,6,5,11,9,2,3,7,8,13",2,2,3,1,0,SAFE,1.8,0.993,0,296.4
CASE14_0014_LINE_2_4,CASE14,14,13,"12,10,4,14,6,5,11,9,2,3,7,8,13",3,2,4,1,0,SAFE,1.7,0.981,0,296.4
CASE14_0014_LINE_2_5,CASE14,14,13,"12,10,4,14,6,5,11,9,2,3,7,8,13",4,2,5,1,0,SAFE,1.6,0.988,0,296.4
CASE14_0014_LINE_3_4,CASE14,14,13,"12,10,4,14,6,5,11,9,2,3,7,8,13",5,3,4,1,0,SAFE,1.9,0.995,0,296.4
CASE14_0014_LINE_4_5,CASE14,14,13,"12,10,4,14,6,5,11,9,2,3,7,8,13",6,4,5,1,0,SAFE,2.1,0.99,0,296.4
CASE14_0014_LINE_4_7,CASE14,14,13,"12,10,4,14,6,5,11,9,2,3,7,8,13",7,4,7,1,0,SAFE,1.9,0.99,0,296.4
CASE14_0014_LINE_4_9,CASE14,14,13,"12,10,4,14,6,5,11,9,2,3,7,8,13",8,4,9,1,0,SAFE,1.8,0.998,0,296.4
CASE14_0014_LINE_5_6,CASE14,14,13,"12,10,4,14,6,5,11,9,2,3,7,8,13",9,5,6,1,0,SAFE,2.0,0.989,0,296.4
CASE14_0014_LINE_6_11,CASE14,14,13,"12,10,4,14,6,5,11,9,2,3,7,8,13",10,6,11,1,0,SAFE,1.9,0.974,0,296.4
CASE14_0014_LINE_6_12,CASE14,14,13,"12,10,4,14,6,5,11,9,2,3,7,8,13",11,6,12,1,0,SAFE,1.9,0.998,0,296.4
CASE14_0014_LINE_6_13,CASE14,14,13,"12,10,4,14,6,5,11,9,2,3,7,8,13",12,6,13,1,0,SAFE,1.9,0.977,0,296.4
CASE14_0014_LINE_7_8,CASE14,14,13,"12,10,4,14,6,5,11,9,2,3,7,8,13",13,7,8,0,2,CRITICAL,999.0,0.0,10,296.4
CASE14_0014_LINE_7_9,CASE14,14,13,"12,10,4,14,6,5,11,9,2,3,7,8,13",14,7,9,1,0,SAFE,1.8,0.968,0,296.4
CASE14_0014_LINE_9_10,CASE14,14,13,"12,10,4,14,6,5,11,9,2,3,7,8,13",15,9,10,1,0,SAFE,1.8,0.998,0,296.4
CASE14_0014_LINE_9_14,CASE14,14,13,"12,10,4,14,6,5,11,9,2,3,7,8,13",16,9,14,1,0,SAFE,1.8,0.999,0,296.4
CASE14_0014_LINE_10_11,CASE14,14,13,"12,10,4,14,6,5,11,9,2,3,7,8,13",17,10,11,1,0,SAFE,1.9,0.992,0,296.4
CASE14_0014_LINE_12_13,CASE14,14,13,"12,10,4,14,6,5,11,9,2,3,7,8,13",18,12,13,1,0,SAFE,1.8,0.999,0,296.4
CASE14_0014_LINE_13_14,CASE14,14,13,"12,10,4,14,6,5,11,9,2,3,7,8,13",19,13,14,1,0,SAFE,1.9,0.984,0,296.4
CASE14_0015_LINE_1_2,CASE14,15,7,"6,5,7,12,10,4,14",0,1,2,1,0,SAFE,3.0,0.98,0,279.5
CASE14_0015_LINE_1_5,CASE14,15,7,"6,5,7,12,10,4,14",1,1,5,1,0,SAFE,2.7,1.0,0,279.5
CASE14_0015_LINE_2_3,CASE14,15,7,"6,5,7,12,10,4,14",2,2,3,1,0,SAFE,1.7,1.005,0,279.5
CASE14_0015_LINE_2_4,CASE14,15,7,"6,5,7,12,10,4,14",3,2,4,1,0,SAFE,1.6,0.999,0,279.5
CASE14_0015_LINE_2_5,CASE14,15,7,"6,5,7,12,10,4,14",4,2,5,1,0,SAFE,1.6,1.003,0,279.5
CASE14_0015_LINE_3_4,CASE14,15,7,"6,5,7,12,10,4,14",5,3,4,1,0,SAFE,1.8,1.01,0,279.5
CASE14_0015_LINE_4_5,CASE14,15,7,"6,5,7,12,10,4,14",6,4,5,1,0,SAFE,2.0,1.007,0,279.5
CASE14_0015_LINE_4_7,CASE14,15,7,"6,5,7,12,10,4,14",7,4,7,1,0,SAFE,1.7,1.007,0,279.5
CASE14_0015_LINE_4_9,CASE14,15,7,"6,5,7,12,10,4,14",8,4,9,1,0,SAFE,1.7,1.01,0,279.5
CASE14_0015_LINE_5_6,CASE14,15,7,"6,5,7,12,10,4,14",9,5,6,1,0,SAFE,1.8,1.009,0,279.5
CASE14_0015_LINE_6_11,CASE14,15,7,"6,5,7,12,10,4,14",10,6,11,1,0,SAFE,1.8,1.01,0,279.5
CASE14_0015_LINE_6_12,CASE14,15,7,"6,5,7,12,10,4,14",11,6,12,1,0,SAFE,1.8,1.01,0,279.5
CASE14_0015_LINE_6_13,CASE14,15,7,"6,5,7,12,10,4,14",12,6,13,1,0,SAFE,1.8,0.985,0,279.5
CASE14_0015_LINE_7_8,CASE14,15,7,"6,5,7,12,10,4,14",13,7,8,0,2,CRITICAL,999.0,0.0,10,279.5
CASE14_0015_LINE_7_9,CASE14,15,7,"6,5,7,12,10,4,14",14,7,9,1,0,SAFE,1.7,1.006,0,279.5
CASE14_0015_LINE_9_10,CASE14,15,7,"6,5,7,12,10,4,14",15,9,10,1,0,SAFE,1.8,1.01,0,279.5
CASE14_0015_LINE_9_14,CASE14,15,7,"6,5,7,12,10,4,14",16,9,14,1,0,SAFE,1.8,0.966,0,279.5
CASE14_0015_LINE_10_11,CASE14,15,7,"6,5,7,12,10,4,14",17,10,11,1,0,SAFE,1.8,1.01,0,279.5
CASE14_0015_LINE_12_13,CASE14,15,7,"6,5,7,12,10,4,14",18,12,13,1,0,SAFE,1.8,1.01,0,279.5
CASE14_0015_LINE_13_14,CASE14,15,7,"6,5,7,12,10,4,14",19,13,14,1,0,SAFE,1.8,0.989,0,279.5
CASE14_0001_LINE_1_2,CASE14,1,5,"8,14,9,10,5",0,1,2,1,1,ALERT,4.1,0.93,0,324.1
CASE14_0001_LINE_1_5,CASE14,1,5,"8,14,9,10,5",1,1,5,1,0,SAFE,3.3,0.986,0,324.1
CASE14_0001_LINE_2_3,CASE14,1,5,"8,14,9,10,5",2,2,3,1,0,SAFE,2.0,0.986,0,324.1
CASE14_0001_LINE_2_4,CASE14,1,5,"8,14,9,10,5",3,2,4,1,0,SAFE,1.9,0.982,0,324.1
