Scenario_ID,Grid,Load_Profile_ID,Num_Target_Buses,Target_Buses,Tripped_Line_Idx,Tripped_From_Bus,Tripped_To_Bus,Converged,Security_Class,Security_Label,Peak_Loading_Pct,Min_Voltage_PU,Violations_Count,Total_Load_MW
CASE39_0026_LINE_26_27,CASE39,26,35,"4,3,37,33,21,22,5,28,35,6,23,9,13,25,38,7,15,36,24,16,2,32,10,39,27,11,26,14,30,34,12,20,1,18,8",41,26,27,1,0,SAFE,80.4,0.982,0,6669.7
CASE39_0026_LINE_26_28,CASE39,26,35,"4,3,37,33,21,22,5,28,35,6,23,9,13,25,38,7,15,36,24,16,2,32,10,39,27,11,26,14,30,34,12,20,1,18,8",42,26,28,1,0,SAFE,68.5,0.982,0,6669.7
CASE39_0026_LINE_26_29,CASE39,26,35,"4,3,37,33,21,22,5,28,35,6,23,9,13,25,38,7,15,36,24,16,2,32,10,39,27,11,26,14,30,34,12,20,1,18,8",43,26,29,1,0,SAFE,68.5,0.982,0,6669.7
CASE39_0026_LINE_28_29,CASE39,26,35,"4,3,37,33,21,22,5,28,35,6,23,9,13,25,38,7,15,36,24,16,2,32,10,39,27,11,26,14,30,34,12,20,1,18,8",44,28,29,1,0,SAFE,68.5,0.982,0,6669.7
CASE39_0026_LINE_29_38,CASE39,26,35,"4,3,37,33,21,22,5,28,35,6,23,9,13,25,38,7,15,36,24,16,2,32,10,39,27,11,26,14,30,34,12,20,1,18,8",45,29,38,0,2,CRITICAL,999.0,0.0,10,6669.7
CASE39_0027_LINE_1_2,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",0,1,2,1,0,SAFE,74.3,0.982,0,6249.4
CASE39_0027_LINE_1_39,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",1,1,39,1,0,SAFE,76.1,0.982,0,6249.4
CASE39_0027_LINE_2_3,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",2,2,3,1,0,SAFE,75.3,0.982,0,6249.4
CASE39_0027_LINE_2_25,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",3,2,25,1,2,CRITICAL,101.5,0.982,1,6249.4
CASE39_0027_LINE_2_30,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",4,2,30,0,2,CRITICAL,999.0,0.0,10,6249.4
CASE39_0027_LINE_3_4,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",5,3,4,1,0,SAFE,73.5,0.982,0,6249.4
CASE39_0027_LINE_3_18,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",6,3,18,1,0,SAFE,82.8,0.982,0,6249.4
CASE39_0027_LINE_4_5,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",7,4,5,1,0,SAFE,74.3,0.982,0,6249.4
CASE39_0027_LINE_4_14,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",8,4,14,1,0,SAFE,76.3,0.982,0,6249.4
CASE39_0027_LINE_5_6,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",9,5,6,1,0,SAFE,75.0,0.982,0,6249.4
CASE39_0027_LINE_5_8,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",10,5,8,1,0,SAFE,75.3,0.982,0,6249.4
CASE39_0027_LINE_6_7,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",11,6,7,1,0,SAFE,75.6,0.982,0,6249.4
CASE39_0027_LINE_6_11,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",12,6,11,1,0,SAFE,76.1,0.982,0,6249.4
CASE39_0027_LINE_6_31,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",13,6,31,0,2,CRITICAL,999.0,0.0,10,6249.4
CASE39_0027_LINE_7_8,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",14,7,8,1,0,SAFE,74.8,0.982,0,6249.4
CASE39_0027_LINE_8_9,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",15,8,9,1,0,SAFE,80.4,0.981,0,6249.4
CASE39_0027_LINE_9_39,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",16,9,39,1,0,SAFE,80.6,0.982,0,6249.4
CASE39_0027_LINE_10_11,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",17,10,11,1,1,ALERT,95.7,0.982,0,6249.4
CASE39_0027_LINE_10_13,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",18,10,13,1,1,ALERT,96.3,0.982,0,6249.4
CASE39_0027_LINE_10_32,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",19,10,32,0,2,CRITICAL,999.0,0.0,10,6249.4
CASE39_0027_LINE_12_11,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",20,12,11,1,0,SAFE,74.5,0.982,0,6249.4
CASE39_0027_LINE_12_13,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",21,12,13,1,0,SAFE,74.5,0.982,0,6249.4
CASE39_0027_LINE_13_14,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",22,13,14,1,0,SAFE,79.8,0.982,0,6249.4
CASE39_0027_LINE_14_15,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",23,14,15,1,0,SAFE,77.2,0.982,0,6249.4
CASE39_0027_LINE_15_16,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",24,15,16,1,0,SAFE,84.7,0.972,0,6249.4
CASE39_0027_LINE_16_17,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",25,16,17,1,0,SAFE,71.4,0.982,0,6249.4
CASE39_0027_LINE_16_19,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",26,16,19,0,2,CRITICAL,999.0,0.0,10,6249.4
CASE39_0027_LINE_16_21,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",27,16,21,1,0,SAFE,76.3,0.982,0,6249.4
CASE39_0027_LINE_16_24,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",28,16,24,1,0,SAFE,74.6,0.982,0,6249.4
CASE39_0027_LINE_17_18,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",29,17,18,1,1,ALERT,90.4,0.982,0,6249.4
CASE39_0027_LINE_17_27,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",30,17,27,1,1,ALERT,96.4,0.982,0,6249.4
CASE39_0027_LINE_19_20,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",31,19,20,0,2,CRITICAL,999.0,0.0,10,6249.4
CASE39_0027_LINE_19_33,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",32,19,33,0,2,CRITICAL,999.0,0.0,10,6249.4
CASE39_0027_LINE_20_34,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",33,20,34,0,2,CRITICAL,999.0,0.0,10,6249.4
CASE39_0027_LINE_21_22,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",34,21,22,1,2,CRITICAL,113.4,0.982,1,6249.4
CASE39_0027_LINE_22_23,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",35,22,23,1,0,SAFE,74.5,0.982,0,6249.4
CASE39_0027_LINE_22_35,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",36,22,35,0,2,CRITICAL,999.0,0.0,10,6249.4
CASE39_0027_LINE_23_24,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",37,23,24,1,0,SAFE,75.9,0.982,0,6249.4
CASE39_0027_LINE_23_36,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",38,23,36,0,2,CRITICAL,999.0,0.0,10,6249.4
CASE39_0027_LINE_25_26,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",39,25,26,1,0,SAFE,77.3,0.982,0,6249.4
CASE39_0027_LINE_25_37,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",40,25,37,0,2,CRITICAL,999.0,0.0,10,6249.4
CASE39_0027_LINE_26_27,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",41,26,27,1,2,CRITICAL,120.3,0.982,2,6249.4
CASE39_0027_LINE_26_28,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",42,26,28,1,0,SAFE,74.9,0.982,0,6249.4
CASE39_0027_LINE_26_29,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",43,26,29,1,1,ALERT,92.2,0.982,0,6249.4
CASE39_0027_LINE_28_29,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",44,28,29,1,1,ALERT,91.2,0.982,0,6249.4
CASE39_0027_LINE_29_38,CASE39,27,36,"29,36,18,24,20,14,30,21,38,34,15,6,4,8,32,37,33,19,26,7,3,12,11,39,13,10,16,25,23,35,1,2,5,9,27,22",45,29,38,0,2,CRITICAL,999.0,0.0,10,6249.4
CASE39_0028_LINE_1_2,CASE39,28,8,"10,21,30,39,4,17,35,18",0,1,2,1,1,ALERT,92.4,0.923,0,7225.6
CASE39_0028_LINE_1_39,CASE39,28,8,"10,21,30,39,4,17,35,18",1,1,39,1,1,ALERT,92.1,0.932,0,7225.6
CASE39_0028_LINE_2_3,CASE39,28,8,"10,21,30,39,4,17,35,18",2,2,3,1,2,CRITICAL,103.9,0.926,1,7225.6
CASE39_0028_LINE_2_25,CASE39,28,8,"10,21,30,39,4,17,35,18",3,2,25,1,1,ALERT,96.0,0.938,0,7225.6
CASE39_0028_LINE_2_30,CASE39,28,8,"10,21,30,39,4,17,35,18",4,2,30,0,2,CRITICAL,999.0,0.0,10,7225.6
CASE39_0028_LINE_3_4,CASE39,28,8,"10,21,30,39,4,17,35,18",5,3,4,1,1,ALERT,92.2,0.901,0,7225.6
CASE39_0028_LINE_3_18,CASE39,28,8,"10,21,30,39,4,17,35,18",6,3,18,1,1,ALERT,97.4,0.938,0,7225.6
CASE39_0028_LINE_4_5,CASE39,28,8,"10,21,30,39,4,17,35,18",7,4,5,1,2,CRITICAL,153.3,0.922,4,7225.6
CASE39_0028_LINE_4_14,CASE39,28,8,"10,21,30,39,4,17,35,18",8,4,14,1,2,CRITICAL,126.0,0.928,1,7225.6
CASE39_0028_LINE_5_6,CASE39,28,8,"10,21,30,39,4,17,35,18",9,5,6,1,2,CRITICAL,145.3,0.908,5,7225.6
CASE39_0028_LINE_5_8,CASE39,28,8,"10,21,30,39,4,17,35,18",10,5,8,1,2,CRITICAL,113.3,0.924,2,7225.6
CASE39_0028_LINE_6_7,CASE39,28,8,"10,21,30,39,4,17,35,18",11,6,7,1,2,CRITICAL,132.0,0.908,2,7225.6
CASE39_0028_LINE_6_11,CASE39,28,8,"10,21,30,39,4,17,35,18",12,6,11,1,2,CRITICAL,104.9,0.919,1,7225.6
CASE39_0028_LINE_6_31,CASE39,28,8,"10,21,30,39,4,17,35,18",13,6,31,0,2,CRITICAL,999.0,0.0,10,7225.6
CASE39_0028_LINE_7_8,CASE39,28,8,"10,21,30,39,4,17,35,18",14,7,8,1,2,CRITICAL,113.7,0.935,1,7225.6
CASE39_0028_LINE_8_9,CASE39,28,8,"10,21,30,39,4,17,35,18",15,8,9,1,2,CRITICAL,131.0,0.893,3,7225.6
CASE39_0028_LINE_9_39,CASE39,28,8,"10,21,30,39,4,17,35,18",16,9,39,1,2,CRITICAL,129.4,0.916,1,7225.6
CASE39_0028_LINE_10_11,CASE39,28,8,"10,21,30,39,4,17,35,18",17,10,11,1,1,ALERT,99.8,0.921,0,7225.6
CASE39_0028_LINE_10_13,CASE39,28,8,"10,21,30,39,4,17,35,18",18,10,13,1,2,CRITICAL,140.3,0.929,2,7225.6
CASE39_0028_LINE_10_32,CASE39,28,8,"10,21,30,39,4,17,35,18",19,10,32,0,2,CRITICAL,999.0,0.0,10,7225.6
CASE39_0028_LINE_12_11,CASE39,28,8,"10,21,30,39,4,17,35,18",20,12,11,1,1,ALERT,97.6,0.931,0,7225.6
CASE39_0028_LINE_12_13,CASE39,28,8,"10,21,30,39,4,17,35,18",21,12,13,1,1,ALERT,97.5,0.925,0,7225.6
CASE39_0028_LINE_13_14,CASE39,28,8,"10,21,30,39,4,17,35,18",22,13,14,1,2,CRITICAL,164.4,0.923,2,7225.6
CASE39_0028_LINE_14_15,CASE39,28,8,"10,21,30,39,4,17,35,18",23,14,15,1,1,ALERT,99.9,0.927,0,7225.6
CASE39_0028_LINE_15_16,CASE39,28,8,"10,21,30,39,4,17,35,18",24,15,16,1,2,CRITICAL,94.1,0.868,1,7225.6
CASE39_0028_LINE_16_17,CASE39,28,8,"10,21,30,39,4,17,35,18",25,16,17,1,2,CRITICAL,108.0,0.931,2,7225.6
CASE39_0028_LINE_16_19,CASE39,28,8,"10,21,30,39,4,17,35,18",26,16,19,0,2,CRITICAL,999.0,0.0,10,7225.6
